state,city,url,date_scraped,Unnamed: 4,State,Count,Unnamed: 7,Unnamed: 8,REAL COUNT,Unnamed: 10,Unnamed: 11,Sitemap Url,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,communityID,block_id,apt_id,apt_name,bed_count,bath_count,sqft,floor,floor_plan_id,web_url,unit_number,price,adjusted_price,scraped_date
California,Encino,https://www.avaloncommunities.com/california/encino-apartments/avalon-encino,9/30/25,Avalon Encino,,,,,,,132,https://sightmap.com/app/api/v1/m1ywydgowq0/sightmaps/21069,,,,,25,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA077%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,Fremont,https://www.avaloncommunities.com/california/fremont-apartments/avalon-fremont,9/30/25,Avalon Fremont,,,,,,,308,https://sightmap.com/app/api/v1/my8pxy63w19/sightmaps/20985,,,,,26,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA001%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,Glendale,https://www.avaloncommunities.com/california/glendale-apartments/avalon-glendale,9/30/25,Avalon Glendale,,,,,,,223,https://sightmap.com/app/api/v1/rx1p8z3rpd6/sightmaps/20989,,,,,27,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA068%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,Glendora,https://www.avaloncommunities.com/california/glendora-apartments/avalon-glendora,9/30/25,Avalon Glendora,,,,,,,281,https://sightmap.com/app/api/v1/4yjp28eepxl/sightmaps/21059,,,,,28,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA106%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,San Francisco,https://www.avaloncommunities.com/california/san-francisco-apartments/avalon-hayes-valley,9/30/25,Avalon Hayes Valley,,,,,,,182,Nothing,,,,,29,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA104%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,Huntington Beach,https://www.avaloncommunities.com/california/huntington-beach-apartments/avalon-huntington-beach,9/30/25,Avalon Huntington Beach,,,,,,,378,https://sightmap.com/app/api/v1/l27vqx79pox/sightmaps/17489,,,,,30,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA590%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,Irvine,https://www.avaloncommunities.com/california/irvine-apartments/avalon-irvine,9/30/25,Avalon Irvine,,,,,,,614,https://sightmap.com/app/api/v1/zdqw9220po9/sightmaps/20151,,,,,31,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA083%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,San Diego,https://www.avaloncommunities.com/california/san-diego-apartments/avalon-la-jolla-colony,9/30/25,Avalon La Jolla Colony,,,,,,,180,https://sightmap.com/app/api/v1/e8ywk2r9wlx/sightmaps/20224,,,,,32,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA561%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,Camarillo,https://www.avaloncommunities.com/california/camarillo-apartments/avalon-mission-oaks,9/30/25,Avalon Mission Oaks,,,,,,,160,https://sightmap.com/app/api/v1/nrkwnernwd2/sightmaps/21033,,,,,33,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA113%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
California,Monrovia,https://www.avaloncommunities.com/california/monrovia-apartments/avalon-monrovia,9/30/25,Avalon Monrovia,,,,,,,154,https://sightmap.com/app/api/v1/4d7p1kd8wkx/sightmaps/20990,,,,,34,https://www.avaloncommunities.com/pf/api/v3/content/fetch/community-units?query=%7B%22arcSite%22%3A%22avalon-communities%22%2C%22communityId%22%3A%22AVB-CA125%22%2C%22isMoveInDateFlexible%22%3Atrue%2C%22showFavorites%22%3Afalse%2C%22sortBy%22%3A%22LowestPrice%22%2C%22unitHasPromotion%22%3Afalse%7D&d=284&mxId=00000000&_website=avalon-communities,,,,,,,,,,,,,
